Date,Origin,Destination,Airline,Price
2025-08-30,ICN,LAX,중화항공,1396300
2025-08-30,ICN,LAX,대한항공델타항공,1715800
2025-08-30,ICN,LAX,아시아나항공,1719088
2025-08-31,ICN,LAX,에어프레미아,847400
2025-08-31,ICN,LAX,에어프레미아,922400
2025-08-31,ICN,LAX,대한항공델타항공,1715800
2025-09-01,ICN,LAX,에어프레미아,922400
2025-09-01,ICN,LAX,에어프레미아,922400
2025-09-01,ICN,LAX,중화항공,1301300
2025-09-01,ICN,LAX,아시아나항공,1638000
2025-09-01,ICN,LAX,대한항공델타항공,1712611
2025-09-02,ICN,LAX,에어프레미아,922400
2025-09-02,ICN,LAX,중화항공,1301300
2025-09-02,ICN,LAX,아시아나항공,1638000
2025-09-02,ICN,LAX,대한항공델타항공,1715800
2025-09-03,ICN,LAX,에어프레미아,847400
2025-09-03,ICN,LAX,에어프레미아,922400
2025-09-03,ICN,LAX,대한항공델타항공,1640800
2025-09-04,ICN,LAX,에어프레미아,997400
2025-09-04,ICN,LAX,유나이티드항공,1204700
2025-09-04,ICN,LAX,중화항공,1301300
2025-09-04,ICN,LAX,아시아나항공,1638000
2025-09-04,ICN,LAX,대한항공델타항공,1640800
2025-09-05,ICN,LAX,에어프레미아,922400
2025-09-05,ICN,LAX,에어프레미아,922400
2025-09-05,ICN,LAX,유나이티드항공,1204700
2025-09-06,ICN,LAX,에어프레미아,922400
